Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-093,Week 1,Body Cavities,Body Cavities,Boundary,Boundary,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What structure separates thoracic and abdominopelvic cavities?,The diaphragm.,The diaphragm is the muscular floor of the thoracic cavity and the boundary with the abdominopelvic cavity.,"Thinking the ribs, not the diaphragm, divide the two cavities.",diaphragm
W1-094,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is a serous membrane?,"A thin, double-layered membrane lining a ventral body cavity.","A serous membrane is a thin, double-layered sheet lining a ventral cavity and secreting lubricating fluid.",Thinking a serous membrane is a single layer.,serous membrane
W1-095,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the parietal layer of a serous membrane?,The layer lining the cavity wall.,The parietal layer always lines the cavity wall; pariet- means wall.,Swapping the parietal and visceral layers.,serous membrane
W1-096,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the visceral layer of a serous membrane?,The layer covering the outer surface of an organ.,The visceral layer always covers the organ surface; viscera means organs.,Confusing the visceral layer with the parietal layer.,serous membrane
W1-097,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is serous fluid?,Slippery fluid that lets organs glide against cavity walls.,Serous fluid fills the narrow space so organs glide without friction as they move.,Thinking the serous space is dry or empty.,serous fluid
W1-098,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Compare parietal and visceral serous membrane layers.,Parietal lines the wall; visceral covers the organ.,"The same two-layer plan repeats in every serous membrane: wall-lining parietal, organ-hugging visceral.",Assuming each membrane has a different layering scheme.,serous membrane
W1-099,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,"Compare pleura, pericardium, and peritoneum by organ association.",Pleura surrounds lungs; pericardium surrounds heart; peritoneum surrounds abdominopelvic organs.,"Pleura, pericardium, and peritoneum are the same design applied to lungs, heart, and abdominopelvic organs.",Treating the three membranes as structurally unrelated.,serous membranes
W1-100,Week 1,Body Cavities,Body Cavities,Clinical Application,Clinical Application,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A clinician drains fluid from the pleural cavity. What procedure is this?,Thoracentesis.,"Thoracentesis drains fluid from the pleural cavity with a needle, guided by knowing where that cavity sits.",Confusing thoracentesis (pleural) with paracentesis (peritoneal).,clinical; cavities
W1-101,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the superior boundary of the mediastinum?,"The superior thoracic aperture, also called the thoracic inlet.","The thoracic inlet is the narrow superior opening of the thorax, the mediastinum's upper edge.",Confusing the thoracic inlet with the diaphragm.,mediastinum; boundaries
W1-102,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the inferior boundary of the mediastinum?,The diaphragm.,The diaphragm forms the inferior boundary of both the mediastinum and the thoracic cavity.,Thinking the mediastinum extends below the diaphragm.,mediastinum; boundaries
W1-103,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the anterior boundary of the mediastinum?,The sternum.,The sternum forms the anterior wall the mediastinum sits behind.,Placing the sternum at the back of the mediastinum.,mediastinum; boundaries
W1-104,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the posterior boundary of the mediastinum?,The bodies of thoracic vertebrae T1 through T12.,The bodies of T1 to T12 form the posterior wall of the mediastinum.,Naming the sternum as the posterior boundary.,mediastinum; boundaries
W1-105,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What are the lateral boundaries of the mediastinum?,"The mediastinal pleura, the medial wall of each pleural cavity.","The mediastinal pleura, the inner wall of each pleural sac, bounds the mediastinum on each side.",Thinking the lungs themselves are the lateral boundary.,mediastinum; boundaries
W1-106,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What plane divides the superior and inferior mediastinum?,The transverse thoracic plane.,The transverse thoracic plane separates the superior mediastinum above from the inferior mediastinum below.,Confusing this plane with the diaphragm.,mediastinum
W1-107,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What landmarks define the transverse thoracic plane?,It runs from the sternal angle to the disc between T4 and T5.,"This plane runs from the sternal angle to the disc between T4 and T5, a key surface landmark.",Forgetting the sternal angle marks this level.,mediastinum; transverse thoracic plane
W1-108,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What are the four mediastinal compartments?,"Superior, anterior, middle, and posterior mediastinum.","The four compartments are the superior plus the three of the inferior mediastinum: anterior, middle, posterior.",Listing only three compartments and omitting the superior.,mediastinum; compartments
W1-109,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,Where is the superior mediastinum located?,Above the transverse thoracic plane.,"The superior mediastinum lies above the transverse thoracic plane, holding the aortic arch and trachea.",Placing the superior mediastinum below the sternal angle.,superior mediastinum
